SGOL,10254.0,2020-07-29
FMX,11147.0,2020-07-29
IEV,28324.0,2020-07-29
MGM,8397.0,2020-07-29
GXC,36156.0,2020-07-29
VJPA,75241.0,2020-07-29
VOO,53566.0,2020-07-29
